Country;Waypoint;Latitude;Longitude;;;;;;;;;;;
France;BIDAC;43,417333;-1,135666667;;;;;;;;;;;
France;BILGO;49,901944;3,447222222;;;;;;;;;;;
France;BIRGO;43,391667;6,119722222;;;;;;;;;;;
France;BOBRI;46,838333;-1,190277778;;;;;;;;;;;
France;BOBSA;48,495833;0,648333333;;;;;;;;;;;
France;BOBSI;46,324167;4,985277778;;;;;;;;;;;
France;BODIL;48,523167;-4,085916667;;;;;;;;;;;
France;BODRU;44,208611;6,377777778;;;;;;;;;;;
France;BOKNO;47,046944;0,691666667;;;;;;;;;;;
France;BOLGI;46,667778;5,938333333;;;;;;;;;;;
France;BOLGU;45,932222;-0,060555556;;;;;;;;;;;
France;BOLLY;48,091944;4,151111111;;;;;;;;;;;
France;BOLRO;50,000000;-1,691388889;;;;;;;;;;;
France;BOLSA;43,334083;3,315083333;;;;;;;;;;;
France;BORGO;43,146194;4,77075;;;;;;;;;;;
France;BRIVE;44,932222;1,412222222;;;;;;;;;;;
France;BRUSC;43,747500;3,023333333;;;;;;;;;;;
France;BRY80;47,404072;4,602063889;;;;;;;;;;;
France;BSN38;49,368431;3,983669444;;;;;;;;;;;
France;BT006;48,945267;2,310144444;;;;;;;;;;;
France;BT008;48,959619;2,404288889;;;;;;;;;;;
France;BT020;48,972369;2,50565;;;;;;;;;;;
France;BT057;48,930356;2,294147222;;;;;;;;;;;
France;BT082;48,964428;2,662;;;;;;;;;;;
France;BT085;48,964586;2,662022222;;;;;;;;;;;
France;BT099;48,911567;2,2239;;;;;;;;;;;
France;BT200;48,972203;2,505622222;;;;;;;;;;;
France;BT520;48,968217;2,586338889;;;;;;;;;;;
France;BT550;48,968378;2,586361111;;;;;;;;;;;
France;BUBLI;48,771667;4,15;;;;;;;;;;;
France;BUGUS;45,000000;0,960555556;;;;;;;;;;;
France;BUKID;40,896667;7,198888889;;;;;;;;;;;
France;BULOL;46,045833;5,091944444;;;;;;;;;;;
France;BULOX;48,550000;-0,766666667;;;;;;;;;;;
France;BUROD;43,420000;6,388333333;;;;;;;;;;;
France;BUSIL;46,293611;4,721944444;;;;;;;;;;;
France;BUSUK;48,855278;0,713333333;;;;;;;;;;;
France;CACHI;47,066667;4,106666667;;;;;;;;;;;
France;CALAN;43,094306;5,333166667;;;;;;;;;;;
France;CALNO;42,799444;8,364444444;;;;;;;;;;;
France;CAN07;49,182828;-0,473927778;;;;;;;;;;;
France;CAN08;49,155000;-0,25;;;;;;;;;;;
France;CAN09;49,275078;-0,625355556;;;;;;;;;;;
France;CAN10;49,249744;-0,712372222;;;;;;;;;;;
France;CAN11;49,024881;-0,254927778;;;;;;;;;;;
France;CAN48;48,475833;-1,065;;;;;;;;;;;
France;CAN99;49,168639;-0,439811111;;;;;;;;;;;
France;CAPCO;42,847306;9,5745;;;;;;;;;;;
France;CFA28;46,248333;3,098333333;;;;;;;;;;;
France;CHABY;47,796667;3,948611111;;;;;;;;;;;
France;CHALA;45,355278;0,130833333;;;;;;;;;;;
France;CLM29;48,965225;2,489055556;;;;;;;;;;;
France;CNE12;49,027000;-0,2237;;;;;;;;;;;
France;CNE44;49,130358;-0,356622222;;;;;;;;;;;
France;CNE53;49,168636;-0,435138889;;;;;;;;;;;
France;CNE87;49,089117;-0,267458333;;;;;;;;;;;
France;COQUE;47,079167;-4,990555556;;;;;;;;;;;
France;CRL04;49,277861;2,610536111;;;;;;;;;;;
France;CRL06;49,288558;2,65605;;;;;;;;;;;
France;CRL10;49,322769;2,747522222;;;;;;;;;;;
France;CRL11;49,274875;2,767466667;;;;;;;;;;;
France;CRL40;49,280817;2,608788889;;;;;;;;;;;
France;CRL60;49,294825;2,655019444;;;;;;;;;;;
France;CRL93;49,251667;2,769113889;;;;;;;;;;;
France;CRL95;49,248764;2,768972222;;;;;;;;;;;
France;CUERS;43,226111;6,134444444;;;;;;;;;;;
France;DANAR;48,067778;6,053611111;;;;;;;;;;;
France;DANBO;45,921667;5,058611111;;;;;;;;;;;
France;DEGEX;47,743889;-3,156666667;;;;;;;;;;;
France;DEGIS;46,260000;-3,354444444;;;;;;;;;;;
France;DEGOL;43,780556;2,852222222;;;;;;;;;;;
France;DEKOD;48,283333;2,1;;;;;;;;;;;
France;DEKOR;49,007222;-5,933055556;;;;;;;;;;;
France;DELOG;44,328889;-3,9875;;;;;;;;;;;
France;DELOM;50,314722;4,089722222;;;;;;;;;;;
France;DEPES;44,123333;2,164444444;;;;;;;;;;;
France;DEPOM;47,317778;2,179166667;;;;;;;;;;;
France;DEPUL;45,925000;5,494444444;;;;;;;;;;;
France;DERAK;47,296389;5,465277778;;;;;;;;;;;
France;DESAB;45,830278;-2,959166667;;;;;;;;;;;
France;DETUR;48,939167;0,953055556;;;;;;;;;;;
France;DEVRO;47,495556;0,738611111;;;;;;;;;;;
France;DEXIM;41,333333;8,934166667;;;;;;;;;;;
France;DIBAG;45,789444;0,7875;;;;;;;;;;;
France;DIBER;42,079722;4,415;;;;;;;;;;;
France;DIBES;47,507500;1,104722222;;;;;;;;;;;
France;DIBEX;47,890278;6,046111111;;;;;;;;;;;
France;DIDAK;48,259722;-0,25;;;;;;;;;;;
France;DIDOR;49,313611;3,281944444;;;;;;;;;;;
France;DIDRU;46,181667;0,031111111;;;;;;;;;;;
France;DIKEL;41,548056;9,113611111;;;;;;;;;;;
France;DIKOL;49,137500;4,049166667;;;;;;;;;;;
France;DIKRO;49,584722;-1,110833333;;;;;;;;;;;
France;DILAB;48,045000;5,804166667;;;;;;;;;;;
France;DILRA;45,850000;-1,225555556;;;;;;;;;;;
France;DIMAL;50,492500;1,366388889;;;;;;;;;;;
France;DIN50;47,735000;-1,971944444;;;;;;;;;;;
France;DIN74;48,528097;-3,936880556;;;;;;;;;;;
France;DINOX;46,666667;6,119722222;;;;;;;;;;;
France;DIPER;50,345833;2,061388889;;;;;;;;;;;
France;DIPIR;46,669167;5,593055556;;;;;;;;;;;
France;DIRAX;44,552139;-0,454388889;;;;;;;;;;;
France;DIRMO;47,089167;2,192222222;;;;;;;;;;;
France;DISAK;48,133333;2,131666667;;;;;;;;;;;
France;DITAL;48,744722;0,889166667;;;;;;;;;;;
France;DIVDA;47,959167;3,808611111;;;;;;;;;;;
France;DIVKO;43,056111;4,776944444;;;;;;;;;;;
France;DIVUL;43,301944;7,621388889;;;;;;;;;;;
France;DJL00;47,437128;5,110236111;;;;;;;;;;;
France;DJL01;47,387594;5,070127778;;;;;;;;;;;
France;DJL03;47,311911;5,087766667;;;;;;;;;;;
France;DJL04;47,205850;5,100638889;;;;;;;;;;;
France;DJL08;47,140925;5,053355556;;;;;;;;;;;
France;DJL10;47,112333;5,021877778;;;;;;;;;;;
France;DJL12;47,434281;5,144227778;;;;;;;;;;;
France;DJL14;47,247114;5,096236111;;;;;;;;;;;
France;DJL32;47,683889;4,626666667;;;;;;;;;;;
France;DJL35;47,353044;5,078186111;;;;;;;;;;;
France;DJL51;47,185875;5,102025;;;;;;;;;;;
France;DJL54;47,180892;5,102497222;;;;;;;;;;;
France;DJL55;47,180878;5,101908333;;;;;;;;;;;
France;DJL91;47,139536;5,063375;;;;;;;;;;;
France;DJL96;47,109861;5,034130556;;;;;;;;;;;
France;DJL98;47,254131;5,098183333;;;;;;;;;;;
France;DJL99;47,287231;5,093508333;;;;;;;;;;;
France;DOBIM;42,953889;9,75;;;;;;;;;;;
France;DOKAR;42,500833;9,75;;;;;;;;;;;
France;DOLDE;48,575556;-1,702777778;;;;;;;;;;;
France;DOMIL;46,958611;6,314722222;;;;;;;;;;;
France;DOMOD;47,862778;1,285833333;;;;;;;;;;;
France;DOMOK;49,724444;-2,105;;;;;;;;;;;
France;DORDI;48,220000;2,791944444;;;;;;;;;;;
France;DPE06;50,000000;1,079166667;;;;;;;;;;;
France;DV007;49,357539;0,177080556;;;;;;;;;;;
France;DV041;49,331631;0,25415;;;;;;;;;;;
France;DV048;49,326275;0,27;;;;;;;;;;;
France;DVL60;49,356031;0,176438889;;;;;;;;;;;
France;EBORA;43,327778;7,3625;;;;;;;;;;;
France;EDINO;39,667222;5,954444444;;;;;;;;;;;
France;EDOPI;47,925000;6,568888889;;;;;;;;;;;
France;EDOXA;48,290833;2,209444444;;;;;;;;;;;
France;ELBOX;49,286389;0,807777778;;;;;;;;;;;
France;ELSAG;40,608056;8;;;;;;;;;;;
France;ELVES;49,796389;3,965;;;;;;;;;;;
France;ENESO;46,200556;2,930833333;;;;;;;;;;;
France;ENSAC;44,200000;-0,690277778;;;;;;;;;;;
France;EPATI;49,793611;-1,082222222;;;;;;;;;;;
France;EPIKO;48,231444;6,686916667;;;;;;;;;;;
France;EPOLO;42,882778;6,534722222;;;;;;;;;;;
France;ERALA;48,561667;3,763611111;;;;;;;;;;;
France;ERBIN;47,400833;-2,325833333;;;;;;;;;;;
France;ERETI;40,183611;7,176944444;;;;;;;;;;;
France;ERGUL;44,249722;3,448888889;;;;;;;;;;;
France;ERIGA;46,860000;-2,363055556;;;;;;;;;;;
France;ERIXU;48,083333;2,259722222;;;;;;;;;;;
France;ERPIN;41,572500;7,576666667;;;;;;;;;;;
France;ERTIP;48,134444;4,406666667;;;;;;;;;;;
France;ERTOK;47,585000;2,291111111;;;;;;;;;;;
France;ERWAN;45,936944;-5,221388889;;;;;;;;;;;
France;ESERA;44,147778;3,529722222;;;;;;;;;;;
France;ESISI;44,892778;1,428333333;;;;;;;;;;;
France;ESPAL;44,448889;2,833333333;;;;;;;;;;;
France;ETAGI;41,981667;8,798055556;;;;;;;;;;;
France;ETAMO;46,840278;2,3375;;;;;;;;;;;
France;ETEKO;39,713889;6,804444444;;;;;;;;;;;
France;ETIDO;45,091667;5,411388889;;;;;;;;;;;
France;ETIKI;48,000000;-8,75;;;;;;;;;;;
France;ETNOS;48,707778;3,53;;;;;;;;;;;
France;ETOIL;39,731667;7,163333333;;;;;;;;;;;
France;ETPAR;45,195917;-0,861777778;;;;;;;;;;;
France;ETRAT;49,683333;0,163333333;;;;;;;;;;;
France;ETREK;45,187778;4,638611111;;;;;;;;;;;
France;EVALA;44,461667;5,234444444;;;;;;;;;;;
France;EVIRI;43,053889;9,083333333;;;;;;;;;;;
France;EVRUK;49,078611;0,691666667;;;;;;;;;;;
France;FERTE;48,533333;-0,25;;;;;;;;;;;
France;FINOT;43,715083;2,029888889;;;;;;;;;;;
France;FISTO;44,461389;1,227222222;;;;;;;;;;;
France;FOUCO;45,754722;0,480555556;;;;;;;;;;;
France;G20A;43,008889;5,771111111;;;;;;;;;;;
France;GAI13;44,151389;1,965277778;;;;;;;;;;;
France;GAI15;44,141111;2,037777778;;;;;;;;;;;
France;GAI80;44,983333;3,029166667;;;;;;;;;;;
France;GAKLO;48,457222;3,6375;;;;;;;;;;;
France;GALBI;46,728889;6,143611111;;;;;;;;;;;
France;GALBO;48,838056;-0,25;;;;;;;;;;;
France;GANGU;43,463056;6,084722222;;;;;;;;;;;
France;GANTO;49,397222;-4,981111111;;;;;;;;;;;
France;GARPU;41,613889;7,236666667;;;;;;;;;;;
France;GARRI;43,853875;4,408363889;;;;;;;;;;;
France;GASNO;46,037500;-3,713333333;;;;;;;;;;;
France;GELTA;48,504722;4,022222222;;;;;;;;;;;
France;GEMLA;45,572222;6,339722222;;;;;;;;;;;
France;GERVA;46,057639;2,874305556;;;;;;;;;;;
France;GIGUS;45,389722;6,441666667;;;;;;;;;;;
France;GILIR;47,063333;6,239166667;;;;;;;;;;;
France;GILON;43,444167;6,115;;;;;;;;;;;
France;GILOT;43,637536;4,415097222;;;;;;;;;;;
France;GILRA;48,863333;-0,731388889;;;;;;;;;;;
France;GILUR;44,634722;2,320555556;;;;;;;;;;;
France;GILUX;47,724167;1,743055556;;;;;;;;;;;
France;GIMER;49,365556;3,973888889;;;;;;;;;;;
France;GINON;47,166667;0,18;;;;;;;;;;;
France;GINOX;40,862222;8;;;;;;;;;;;
France;GIPEX;47,757500;2,623333333;;;;;;;;;;;
France;GIPNO;45,560000;5,529166667;;;;;;;;;;;
France;GIRAG;42,995000;9,63;;;;;;;;;;;
France;GIRAK;44,647778;1,810555556;;;;;;;;;;;
France;GIRED;45,726111;5,231666667;;;;;;;;;;;
France;GIRKU;46,051389;5,904722222;;;;;;;;;;;
France;GIROL;44,071389;5,454722222;;;;;;;;;;;
France;GISOR;49,263333;1,801666667;;;;;;;;;;;
France;GITAN;49,376944;4,034722222;;;;;;;;;;;
France;GIVOR;48,658611;6,391388889;;;;;;;;;;;
France;GOBUR;49,291667;-3,075277778;;;;;;;;;;;
France;GODAN;47,641944;-1,96;;;;;;;;;;;
France;GODEM;46,051944;-2,25;;;;;;;;;;;
France;GODIX;48,362500;-0,0425;;;;;;;;;;;
France;GONEK;48,120000;0,603333333;;;;;;;;;;;
France;GONIM;44,454444;2,842222222;;;;;;;;;;;
France;GONUP;43,460833;0,758888889;;;;;;;;;;;
France;GOPAT;41,333333;8,443888889;;;;;;;;;;;
France;GORET;47,952222;4,031388889;;;;;;;;;;;
France;GORIT;42,716944;8,528055556;;;;;;;;;;;
France;GTQ13;49,165458;6,914744444;;;;;;;;;;;
France;GTQ27;49,393575;6,425113889;;;;;;;;;;;
France;GTQ50;49,131044;6,961386111;;;;;;;;;;;
France;GUBAR;50,360278;1,150555556;;;;;;;;;;;
France;GUERE;46,190000;2,089444444;;;;;;;;;;;
France;GULDA;49,385278;-1,9175;;;;;;;;;;;
France;GUNPI;43,143333;9,191666667;;;;;;;;;;;
France;GURLU;50,477778;0,968611111;;;;;;;;;;;
France;GURPA;43,018611;8,286388889;;;;;;;;;;;
France;GUSON;46,474167;1,477777778;;;;;;;;;;;
France;HR012;47,469722;6,994444444;;;;;;;;;;;
France;HR028;47,437778;7,403611111;;;;;;;;;;;
France;IBABA;46,877222;5,420833333;;;;;;;;;;;
France;IBERA;49,508333;6,275;;;;;;;;;;;
France;IDOKO;50,340556;3,873055556;;;;;;;;;;;
France;ING01;51,020000;1,555;;;;;;;;;;;
France;INGOR;49,364444;-0,25;;;;;;;;;;;
France;INKAK;48,399722;3,728611111;;;;;;;;;;;
France;INKIR;40,710833;6,157222222;;;;;;;;;;;
France;INPAX;49,408056;1,179722222;;;;;;;;;;;
France;INPEK;40,158056;5,56;;;;;;;;;;;
France;IPLAN;48,396111;4,025833333;;;;;;;;;;;
France;IRMAR;44,800000;6,790555556;;;;;;;;;;;
France;ITR01;43,679764;4,789330556;;;;;;;;;;;
France;ITR02;43,492822;4,944705556;;;;;;;;;;;
France;ITR03;43,552733;4,9032;;;;;;;;;;;
France;ITR04;43,581978;4,876972222;;;;;;;;;;;
France;ITR07;43,623894;4,839447222;;;;;;;;;;;
France;ITR10;43,359775;4,941697222;;;;;;;;;;;
France;ITR11;43,617542;4,708361111;;;;;;;;;;;
France;ITR12;43,507522;4,937222222;;;;;;;;;;;
France;ITR13;43,551189;4,904269444;;;;;;;;;;;
France;ITR16;43,702492;4,636516667;;;;;;;;;;;
France;ITR17;43,697158;4,645341667;;;;;;;;;;;
France;ITR18;43,665131;4,698261111;;;;;;;;;;;
France;ITR20;43,739819;4,574697222;;;;;;;;;;;
France;ITR21;43,342186;4,769586111;;;;;;;;;;;
France;ITR32;43,540050;4,914447222;;;;;;;;;;;
France;ITR53;43,479700;4,952652778;;;;;;;;;;;
France;ITR57;43,437961;4,975772222;;;;;;;;;;;
France;ITR59;43,376119;5,009966667;;;;;;;;;;;
France;ITR73;43,311467;4,968230556;;;;;;;;;;;
France;ITR80;43,359400;4,930913889;;;;;;;;;;;
France;IXILU;47,740278;6,041388889;;;;;;;;;;;
France;JARNY;49,193333;6,1;;;;;;;;;;;
France;JULEE;43,012778;5,633333333;;;;;;;;;;;
France;KAMER;39,000000;6,088333333;;;;;;;;;;;
France;KASON;47,558333;4,77;;;;;;;;;;;
France;KELAM;43,171944;2,868611111;;;;;;;;;;;
France;KELUD;48,801056;2,394472222;;;;;;;;;;;
France;KENAP;49,958611;4,093888889;;;;;;;;;;;
France;KEPER;47,806111;0,273888889;;;;;;;;;;;
France;KERAK;47,823917;-3,153;;;;;;;;;;;
France;KEREB;47,591389;-4,524722222;;;;;;;;;;;
France;KEREX;49,326611;0,913138889;;;;;;;;;;;
France;KERIT;43,342222;8,592777778;;;;;;;;;;;
France;KETEX;48,133333;2,359722222;;;;;;;;;;;
France;KETIK;49,323333;-1,873055556;;;;;;;;;;;
France;KINES;45,331389;6,755277778;;;;;;;;;;;
France;KOKOS;48,906944;-1,676111111;;;;;;;;;;;
France;KOLEK;46,612778;-5,408055556;;;;;;;;;;;
France;KOLON;43,721944;6,953333333;;;;;;;;;;;
France;KOMEL;49,682500;2,173611111;;;;;;;;;;;
France;KOPOR;49,514167;2,421388889;;;;;;;;;;;
France;KORER;47,685000;-2,500833333;;;;;;;;;;;
France;KOROM;49,316944;1,730277778;;;;;;;;;;;
France;KOTAP;48,283333;2,3;;;;;;;;;;;
France;KOTEM;50,000000;-1,053888889;;;;;;;;;;;
France;KOTIS;47,230000;2,8025;;;;;;;;;;;
France;KOTIT;44,602500;5,690833333;;;;;;;;;;;
France;KOTOP;42,504444;4,268055556;;;;;;;;;;;
France;KOTUN;48,724444;3,871111111;;;;;;;;;;;
France;KOVAK;47,993056;0,846666667;;;;;;;;;;;
France;KOVIN;49,485833;3,106388889;;;;;;;;;;;
France;KUBOM;47,436111;6,945833333;;;;;;;;;;;
France;KUDIN;49,693056;5,262777778;;;;;;;;;;;
France;KUKOR;46,541944;3,129166667;;;;;;;;;;;
France;KUPIM;40,334444;7,297777778;;;;;;;;;;;
France;KURIR;44,725556;4,900277778;;;;;;;;;;;
France;KURIS;47,599722;-1,5175;;;;;;;;;;;
France;KUSEK;47,706111;2,571111111;;;;;;;;;;;
France;KUTAN;47,807500;4,256388889;;;;;;;;;;;
France;KUTEX;50,597778;3,119722222;;;;;;;;;;;
France;LABAL;46,027500;3,355;;;;;;;;;;;
France;LABUL;48,299167;-1,889444444;;;;;;;;;;;
France;LACOU;44,296778;0,904388889;;;;;;;;;;;
France;LAGAB;47,889444;-1,991666667;;;;;;;;;;;
France;LAGOR;46,500000;-1,844166667;;;;;;;;;;;
France;LAKOB;46,883333;3,096111111;;;;;;;;;;;
France;LALUX;48,286389;2,408888889;;;;;;;;;;;
France;LAMBA;48,527222;-2,439722222;;;;;;;;;;;
France;LAMDO;45,555556;6,1525;;;;;;;;;;;
France;LAMUT;47,118333;2,984722222;;;;;;;;;;;
France;LANVI;48,311667;5,797222222;;;;;;;;;;;
France;LAPEX;47,000000;-8;;;;;;;;;;;
France;LAPRO;43,416667;2,8575;;;;;;;;;;;
France;LARON;46,227500;2,198333333;;;;;;;;;;;
France;LASAT;48,158889;6,684166667;;;;;;;;;;;
France;LASEV;45,981111;2,261388889;;;;;;;;;;;
France;LASIV;48,900833;4,226944444;;;;;;;;;;;
France;LASUR;44,667222;5,576388889;;;;;;;;;;;
France;LATAM;45,033889;4,239166667;;;;;;;;;;;
France;LATEK;42,875000;-0,656944444;;;;;;;;;;;
France;LATGO;48,480278;-0,25;;;;;;;;;;;
France;LATRA;48,083333;2,516666667;;;;;;;;;;;
France;LAULY;48,157222;3,702222222;;;;;;;;;;;
France;LEBRI;45,811111;-2,533611111;;;;;;;;;;;
France;LELNA;49,982500;-2,106388889;;;;;;;;;;;
France;LEMIN;46,516667;3,053611111;;;;;;;;;;;
France;LEMKA;46,628889;-0,25;;;;;;;;;;;
France;LENSU;47,965000;-2,962222222;;;;;;;;;;;
France;LERAK;49,018889;-2,408611111;;;;;;;;;;;
France;LERDU;46,840806;5,82825;;;;;;;;;;;
France;LERGA;45,257222;3,750277778;;;;;;;;;;;
France;LERMA;43,165833;7,073055556;;;;;;;;;;;
France;LESDO;49,808333;3,318055556;;;;;;;;;;;
France;LESPI;46,113611;3,957777778;;;;;;;;;;;
France;LGL64;48,333333;-0,933333333;;;;;;;;;;;
France;LIBRU;44,889667;-0,189916667;;;;;;;;;;;
France;LIPNI;49,530000;5,845833333;;;;;;;;;;;
France;LIRKO;46,570833;5,814166667;;;;;;;;;;;
France;LIRMA;47,698917;-3,715527778;;;;;;;;;;;
France;LISEU;49,103333;0,401944444;;;;;;;;;;;
France;LISMO;46,870556;5,778055556;;;;;;;;;;;
France;LIZAD;49,590278;-4,330277778;;;;;;;;;;;
France;LMG63;46,011389;2,5;;;;;;;;;;;
France;LND99;48,687983;-4,429788889;;;;;;;;;;;
France;LOGNI;46,243056;5,092777778;;;;;;;;;;;
France;LOMRA;43,344167;1,883055556;;;;;;;;;;;
France;LONSU;42,776944;8,023888889;;;;;;;;;;;
France;LOR00;47,929850;-3,444752778;;;;;;;;;;;
France;LOR04;47,826206;-3,408361111;;;;;;;;;;;
France;LOR07;47,886058;-3,377569444;;;;;;;;;;;
France;LOR12;47,950475;-3,343930556;;;;;;;;;;;
France;LOR22;47,928603;-3,410202778;;;;;;;;;;;
France;LORKU;49,938333;-2,371111111;;;;;;;;;;;
France;LORNB;47,763194;-3,440694444;;;;;;;;;;;
France;LORTA;49,415833;3,230444444;;;;;;;;;;;
France;LSE42;46,415833;4,967777778;;;;;;;;;;;
France;LUGEN;46,583333;-0,861111111;;;;;;;;;;;
France;LUKUM;44,928889;5,182777778;;;;;;;;;;;
France;LULUT;44,398611;-0,839722222;;;;;;;;;;;
France;LUMAN;47,939444;0,413333333;;;;;;;;;;;
France;LUMID;44,233333;3,789166667;;;;;;;;;;;
France;LUMIL;50,419722;2,969444444;;;;;;;;;;;
France;LUNEL;43,689417;4,145833333;;;;;;;;;;;
France;LUNOR;40,385000;5,396666667;;;;;;;;;;;
France;LUPEN;48,435000;7,733611111;;;;;;;;;;;
France;LUREN;48,025833;3,913888889;;;;;;;;;;;
France;LUSAR;46,668889;5,179444444;;;;;;;;;;;
France;LUSEM;43,374722;-1,780555556;;;;;;;;;;;
France;LUSIT;49,214722;-1,795555556;;;;;;;;;;;
France;LUSOL;43,771389;6,078611111;;;;;;;;;;;
France;LUSON;46,500000;-1,350833333;;;;;;;;;;;
France;LUTAX;49,549444;5,816111111;;;;;;;;;;;
France;LUTIL;47,596389;0,086111111;;;;;;;;;;;
France;LUVAL;48,293889;5,153611111;;;;;;;;;;;
France;LUXAN;45,374722;5,132777778;;;;;;;;;;;
France;MABES;46,340278;5,265;;;;;;;;;;;
France;MADEK;48,502500;-6,988888889;;;;;;;;;;;
France;MADIV;46,657222;3,923611111;;;;;;;;;;;
France;MADOT;45,730000;4,513888889;;;;;;;;;;;
France;MAGEC;43,748333;-1,195833333;;;;;;;;;;;
France;MAGOP;41,311389;7,895833333;;;;;;;;;;;
France;MAKIL;44,209722;2,339722222;;;;;;;;;;;
France;MAKOT;49,172222;7,039444444;;;;;;;;;;;
France;MAKOX;45,332778;1,238055556;;;;;;;;;;;
France;MALEB;45,430833;3,181388889;;;;;;;;;;;
France;MAMES;42,209167;4,000277778;;;;;;;;;;;
France;MANAG;48,103056;5,165833333;;;;;;;;;;;
France;MANAK;46,213333;-0,941944444;;;;;;;;;;;
France;MAREN;45,733333;-1,061666667;;;;;;;;;;;
France;MARIO;43,545897;4,411336111;;;;;;;;;;;
France;MARRE;45,435000;0,283611111;;;;;;;;;;;
France;MARRI;43,384722;4,474166667;;;;;;;;;;;
France;MASAM;43,467778;2,251944444;;;;;;;;;;;
France;MATER;48,448333;-4,783333333;;;;;;;;;;;
France;MATIX;50,098333;3,914166667;;;;;;;;;;;
France;MAVAC;45,516389;1,001944444;;;;;;;;;;;
France;MAXIR;43,395556;6,040555556;;;;;;;;;;;
France;MAXOS;40,440000;4,755277778;;;;;;;;;;;
France;MC014;46,350000;2,833333333;;;;;;;;;;;
France;MEBAK;45,708056;4,648888889;;;;;;;;;;;
France;MEBEL;42,491944;5,346111111;;;;;;;;;;;
France;MEDAM;45,264444;6,94;;;;;;;;;;;
France;MEDAP;43,921667;2,021666667;;;;;;;;;;;
France;MEDIL;50,342222;3,675;;;;;;;;;;;
France;MEDIM;47,387500;6,531666667;;;;;;;;;;;
France;MEDOK;43,751111;5,891944444;;;;;;;;;;;
France;MEDOX;49,333611;5,096944444;;;;;;;;;;;
France;MEDUS;43,175000;6,139444444;;;;;;;;;;;
France;MELKO;48,278056;4,673611111;;;;;;;;;;;
France;MEN07;44,539167;3,016666667;;;;;;;;;;;
France;MEN31;44,015583;4,169144444;;;;;;;;;;;
France;MENOX;46,571944;3,22;;;;;;;;;;;
France;MERLU;43,080000;7,793333333;;;;;;;;;;;
France;MERUE;49,307139;1,858444444;;;;;;;;;;;
France;MET02;49,349994;6,13695;;;;;;;;;;;
France;MET04;49,131847;6,152222222;;;;;;;;;;;
France;MET11;49,245414;6,192327778;;;;;;;;;;;
France;MET14;49,297322;6,210722222;;;;;;;;;;;
France;MET16;49,330683;6,187077778;;;;;;;;;;;
France;MET34;49,331133;5,974161111;;;;;;;;;;;
France;MET35;49,301100;6,079066667;;;;;;;;;;;
France;MET83;49,201611;6,176836111;;;;;;;;;;;
France;MEZIN;45,017222;4,195833333;;;;;;;;;;;
France;MIKRU;43,679444;7,545277778;;;;;;;;;;;
France;MILNO;42,896944;9,211944444;;;;;;;;;;;
France;MILPA;46,302500;5,879722222;;;;;;;;;;;
France;MINDI;45,136944;4,042222222;;;;;;;;;;;
France;MINPA;45,104361;3,174805556;;;;;;;;;;;
France;MINQI;49,033333;-2,056944444;;;;;;;;;;;
France;MIRBA;44,723889;0,326944444;;;;;;;;;;;
France;MIRGU;48,019167;6,678888889;;;;;;;;;;;
France;MIRSA;42,822778;9,75;;;;;;;;;;;
France;MLN98;48,458364;2,567922222;;;;;;;;;;;
France;MMD17;49,546944;5,452777778;;;;;;;;;;;
France;MOBLO;45,809722;6,722777778;;;;;;;;;;;
France;MOKDI;44,956944;3,166944444;;;;;;;;;;;
France;MOKIP;46,448889;5,093611111;;;;;;;;;;;
France;MOKNO;49,441111;1,618888889;;;;;;;;;;;
France;MOKOR;47,006944;-2,013888889;;;;;;;;;;;
France;MOKUP;47,096389;-1,443611111;;;;;;;;;;;
France;MOLEK;48,293750;3,064888889;;;;;;;;;;;
France;MOLEN;44,055278;4,512777778;;;;;;;;;;;
France;MOMIL;46,546111;4,546666667;;;;;;;;;;;
France;MONCE;48,700000;6,435;;;;;;;;;;;
France;MONIX;43,336389;1,896944444;;;;;;;;;;;
France;MONOT;48,083333;2,457222222;;;;;;;;;;;
France;MONTU;46,930000;-1,146666667;;;;;;;;;;;
France;MOPIL;50,147778;4,107777778;;;;;;;;;;;
France;MOREG;46,393056;6,007222222;;;;;;;;;;;
France;MORIL;43,065833;2,350277778;;;;;;;;;;;
France;MOROK;47,396667;6,655555556;;;;;;;;;;;
France;MOSIS;49,007222;-7,214722222;;;;;;;;;;;
France;MOTAL;47,576667;2,22;;;;;;;;;;;
France;MOTIM;43,488611;5,593888889;;;;;;;;;;;
France;MOTOX;50,957778;1,466666667;;;;;;;;;;;
France;MOTUK;47,865000;5,820277778;;;;;;;;;;;
France;MOUET;39,000000;7,331111111;;;;;;;;;;;
France;MUREL;49,321389;-3,550555556;;;;;;;;;;;
France;MURRO;45,332778;4,375555556;;;;;;;;;;;
France;NAKIS;44,322583;4,098083333;;;;;;;;;;;
France;NAMAR;47,884722;-0,458611111;;;;;;;;;;;
France;NANCY;48,817500;6,083888889;;;;;;;;;;;
France;NANOP;48,261944;4,239444444;;;;;;;;;;;
France;NAPIX;49,075972;3,40425;;;;;;;;;;;
France;NARAK;44,295278;1,748888889;;;;;;;;;;;
France;NARTI;43,549167;7,23;;;;;;;;;;;
France;NASEP;44,515000;2,232222222;;;;;;;;;;;
France;NASIK;43,430833;6,2675;;;;;;;;;;;
France;NATLI;47,491944;7,507222222;;;;;;;;;;;
France;NAVLA;45,667222;5,666944444;;;;;;;;;;;
